"","Tissue","Cell_type","Change","Gene"
"916","Kidney","Proximal_straight_tubule_1","Negative","Id1"
"917","Kidney","Proximal_straight_tubule_1","Negative","Apob"
"918","Kidney","Proximal_straight_tubule_1","Negative","Atp6v0a4"
"919","Kidney","Proximal_straight_tubule_1","Negative","Snx29"
"920","Kidney","Proximal_straight_tubule_1","Negative","Mgst1"
"921","Kidney","Proximal_straight_tubule_1","Negative","Cyp2c23"
"922","Kidney","Proximal_straight_tubule_1","Negative","Zfp503"
"923","Kidney","Proximal_straight_tubule_1","Negative","Hadha"
"924","Kidney","Proximal_straight_tubule_1","Negative","Acot4"
"925","Kidney","Proximal_straight_tubule_1","Negative","Cyp2j11"
"926","Kidney","Proximal_straight_tubule_1","Negative","Acot1"
"927","Kidney","Proximal_straight_tubule_1","Negative","Slc13a2"
"928","Kidney","Proximal_straight_tubule_1","Negative","Wwc1"
"929","Kidney","Proximal_straight_tubule_1","Negative","Mgst3"
"930","Kidney","Proximal_straight_tubule_1","Negative","Rida"
"931","Kidney","Proximal_straight_tubule_1","Negative","Kcnq1ot1"
"932","Kidney","Proximal_straight_tubule_1","Negative","Ces1d"
"933","Kidney","Proximal_straight_tubule_1","Negative","Abcc2"
"934","Kidney","Proximal_straight_tubule_1","Negative","Klf6"
"935","Kidney","Proximal_straight_tubule_1","Negative","Jun"
"936","Kidney","Proximal_straight_tubule_2","Negative","Rdh16f2"
"937","Kidney","Proximal_straight_tubule_2","Negative","Prlr"
"938","Kidney","Proximal_straight_tubule_2","Negative","Cyp4a14"
"939","Kidney","Proximal_straight_tubule_2","Negative","Hao2"
"940","Kidney","Proximal_straight_tubule_2","Negative","Acsl1"
"941","Kidney","Proximal_straight_tubule_2","Negative","Itga6"
"942","Kidney","Proximal_straight_tubule_2","Negative","Prodh2"
"943","Kidney","Proximal_straight_tubule_2","Negative","Spp1"
"944","Kidney","Proximal_straight_tubule_2","Negative","Cbr1"
"945","Kidney","Proximal_straight_tubule_2","Negative","Ndrg1"
"946","Kidney","Proximal_straight_tubule_2","Negative","Gsta2"
"947","Kidney","Proximal_straight_tubule_2","Negative","Cyp2d26"
"948","Kidney","Proximal_straight_tubule_2","Negative","Slc22a29"
"949","Kidney","Proximal_straight_tubule_2","Negative","Slc22a8"
"950","Kidney","Proximal_straight_tubule_2","Negative","Apoe"
"951","Kidney","Proximal_straight_tubule_2","Negative","Prom1"
"952","Kidney","Proximal_straight_tubule_2","Negative","Itpr2"
"953","Kidney","Proximal_straight_tubule_2","Negative","Sgk1"
"954","Kidney","Proximal_straight_tubule_2","Negative","Miox"
"955","Kidney","Proximal_straight_tubule_2","Negative","Ccdc141"
"956","Kidney","Proximal_straight_tubule_2","Negative","Abcc4"
"957","Kidney","Proximal_straight_tubule_2","Negative","Wsb1"
"958","Kidney","Proximal_straight_tubule_2","Negative","Hpd"
"959","Kidney","Proximal_straight_tubule_2","Negative","Cyp4a10"
"960","Kidney","Proximal_straight_tubule_2","Negative","Cubn"
"961","Kidney","Proximal_straight_tubule_2","Negative","Slc6a18"
"962","Kidney","Proximal_straight_tubule_2","Negative","Itgb8"
"963","Kidney","Proximal_straight_tubule_2","Negative","Cpn1"
"964","Kidney","Proximal_straight_tubule_2","Negative","Slc13a1"
"965","Kidney","Proximal_straight_tubule_2","Negative","Fam13a"
"966","Kidney","Proximal_straight_tubule_2","Negative","Hacl1"
"967","Kidney","Proximal_straight_tubule_2","Negative","Ar"
"968","Kidney","Proximal_straight_tubule_2","Negative","Kynu"
"969","Kidney","Proximal_straight_tubule_2","Negative","Ugt1a2"
"970","Kidney","Proximal_straight_tubule_2","Negative","Sall1"
"971","Kidney","Proximal_straight_tubule_2","Negative","Pck1"
"972","Kidney","Proximal_straight_tubule_2","Negative","Gas6"
"973","Kidney","Proximal_straight_tubule_2","Negative","Cyp4a31"
"974","Kidney","Proximal_straight_tubule_2","Negative","Ptprd"
"975","Kidney","Proximal_straight_tubule_2","Negative","Gsta4"
"976","Kidney","Proximal_straight_tubule_2","Negative","Acot3"
"977","Kidney","Proximal_straight_tubule_2","Negative","Nox4"
"978","Kidney","Proximal_straight_tubule_2","Negative","Rdh16"
"979","Kidney","Proximal_straight_tubule_2","Negative","Papss2"
"980","Kidney","Proximal_straight_tubule_2","Negative","Acnat1"
"981","Kidney","Proximal_straight_tubule_2","Negative","Glul"
"982","Kidney","Proximal_straight_tubule_2","Negative","Acaa1b"
"983","Lacrimal","Acinar_1","Positive","Wfdc12"
"984","Lacrimal","Acinar_1","Positive","Mup4"
"985","Lacrimal","Acinar_1","Positive","Scgb1b3"
"986","Lacrimal","Acinar_1","Positive","Scgb2b7"
"987","Lacrimal","Acinar_1","Positive","Scgb1b7"
"988","Lacrimal","Acinar_1","Positive","Scgb2b12"
"989","Lacrimal","Acinar_1","Positive","Scgb2b20"
"990","Lacrimal","Acinar_1","Positive","Scgb1b20"
"991","Lacrimal","Acinar_1","Positive","2310057J18Rik"
"992","Lacrimal","Acinar_1","Positive","Esp16"
"993","Lacrimal","Acinar_1","Positive","Lipo1"
"994","Lacrimal","Acinar_1","Positive","Gm1553"
"995","Lacrimal","Acinar_1","Positive","Gm12888"
"996","Lacrimal","Acinar_1","Positive","Lcn2"
"997","Lacrimal","Acinar_1","Positive","Ccnd1"
"998","Lacrimal","Acinar_1","Positive","Lpo"
"999","Lacrimal","Acinar_1","Positive","Cldn10"
"1000","Lacrimal","Acinar_1","Positive","S100a6"
"1001","Lacrimal","Acinar_1","Positive","Sbsn"
"1002","Lacrimal","Acinar_2","Positive","Scgb2b12"
"1003","Lacrimal","Acinar_2","Positive","Scgb1b3"
"1004","Lacrimal","Acinar_2","Positive","2310057J18Rik"
"1005","Lacrimal","Acinar_2","Positive","Wfdc12"
"1006","Lacrimal","Acinar_2","Positive","Esp16"
"1007","Lacrimal","Acinar_2","Positive","Scgb2b7"
"1008","Lacrimal","Acinar_2","Positive","Scgb1b7"
"1009","Lacrimal","Acinar_2","Positive","Scgb2b20"
"1010","Lacrimal","Acinar_2","Positive","Mup4"
"1011","Lacrimal","Acinar_2","Positive","Scgb1b20"
"1012","Lacrimal","Acinar_2","Positive","Gm12888"
"1013","Lacrimal","Acinar_2","Positive","Lcn2"
"1014","Lacrimal","Acinar_2","Positive","Lpo"
"1015","Lacrimal","Acinar_2","Positive","Phlda1"
"1016","Lacrimal","Acinar_2","Positive","Etv1"
"1017","Lacrimal","Acinar_2","Positive","Krt8"
"1018","Lacrimal","Acinar_2","Positive","Hsp90ab1"
"1019","Lacrimal","Acinar_2","Positive","Pglyrp1"
"1020","Lacrimal","Acinar_2","Positive","Hspa8"
"1021","Lacrimal","Acinar_2","Positive","Ndrg3"
"1022","Lacrimal","Acinar_2","Positive","Ly6e"
"1023","Lacrimal","Acinar_2","Positive","mt-Co1"
"1024","Lacrimal","Acinar_2","Positive","Cxcl1"
"1025","Lacrimal","Acinar_2","Positive","Gm12886"
"1026","Lacrimal","Acinar_2","Positive","Sftpd"
"1027","Lacrimal","Acinar_2","Positive","Ifi27l2a"
"1028","Lacrimal","Acinar_2","Positive","Nupr1"
"1029","Lacrimal","Acinar_2","Positive","H2-K1"
"1030","Lacrimal","Ductal","Positive","Scgb1b3"
"1031","Lacrimal","Ductal","Positive","Scgb2b12"
"1032","Lacrimal","Ductal","Positive","2310057J18Rik"
"1033","Lacrimal","Ductal","Positive","Scgb2b7"
"1034","Lacrimal","Ductal","Positive","Scgb1b7"
"1035","Lacrimal","Ductal","Positive","Esp16"
"1036","Lacrimal","Ductal","Positive","Wfdc12"
"1037","Lacrimal","Ductal","Positive","Scgb2b20"
"1038","Lacrimal","Ductal","Positive","Scgb1b20"
"1039","Lacrimal","Ductal","Positive","Mup4"
"1040","Lacrimal","Ductal","Positive","Lipo1"
"1041","Lacrimal","Ductal","Positive","Pdzrn4"
"1042","Lacrimal","Ductal","Positive","Fabp5"
"1043","Lacrimal","Endothelial","Positive","Wfdc12"
"1044","Lacrimal","Endothelial","Positive","Scgb1b3"
"1045","Lacrimal","Endothelial","Positive","Scgb2b7"
"1046","Lacrimal","Endothelial","Positive","Scgb1b7"
"1047","Lacrimal","Endothelial","Positive","Scgb2b12"
"1048","Lacrimal","Endothelial","Positive","Scgb2b20"
"1049","Lacrimal","Endothelial","Positive","Scgb1b20"
"1050","Lacrimal","Endothelial","Positive","2310057J18Rik"
"1051","Lacrimal","Endothelial","Positive","Esp16"
"1052","Lacrimal","Endothelial","Positive","Mup4"
"1053","Lacrimal","Endothelial","Positive","Lipo1"
"1054","Lacrimal","Endothelial","Positive","Gm43974"
"1055","Lacrimal","Endothelial","Positive","Lrg1"
"1056","Lacrimal","Endothelial","Positive","Lpo"
"1057","Lacrimal","Endothelial","Positive","Scgb2b19"
"1058","Lacrimal","Endothelial","Positive","Clu"
"1059","Lacrimal","Endothelial","Positive","Plvap"
"1060","Lacrimal","Endothelial","Positive","Col15a1"
"1061","Lacrimal","Endothelial","Positive","Sele"
"1062","Lacrimal","Endothelial","Positive","Adamts9"
"1063","Lacrimal","Epithelial","Positive","Slc27a2"
"1064","Lacrimal","Epithelial","Positive","Wfdc12"
"1065","Lacrimal","Epithelial","Positive","Gm43974"
"1066","Lacrimal","Epithelial","Positive","Scgb1b3"
"1067","Lacrimal","Epithelial","Positive","Scgb2b7"
"1068","Lacrimal","Epithelial","Positive","Scgb1b7"
"1069","Lacrimal","Epithelial","Positive","Scgb2b12"
"1070","Lacrimal","Epithelial","Positive","Scgb2b20"
"1071","Lacrimal","Epithelial","Positive","Scgb1b20"
"1072","Lacrimal","Epithelial","Positive","2310057J18Rik"
"1073","Lacrimal","Epithelial","Positive","Ly6f"
"1074","Lacrimal","Epithelial","Positive","Esp16"
"1075","Lacrimal","Epithelial","Positive","Scgb2b3"
"1076","Lacrimal","Epithelial","Positive","Mup4"
"1077","Lacrimal","Epithelial","Positive","Fmo5"
"1078","Lacrimal","Epithelial","Positive","Mrap"
"1079","Lacrimal","Epithelial","Positive","Lipo1"
"1080","Lacrimal","Epithelial","Positive","Scgb2b17"
"1081","Lacrimal","Epithelial","Positive","Lpo"
"1082","Lacrimal","Epithelial","Positive","Scgb1b12"
"1083","Lacrimal","Epithelial","Positive","Scgb2b19"
"1084","Lacrimal","Epithelial","Positive","Esp24"
"1085","Lacrimal","Epithelial","Positive","Prom2"
"1086","Lacrimal","Epithelial","Positive","Gm1553"
"1087","Lacrimal","Epithelial","Positive","9530002B09Rik"
"1088","Lacrimal","Epithelial","Positive","Fgg"
"1089","Lacrimal","Epithelial","Positive","Cxcl1"
"1090","Lacrimal","Epithelial","Positive","Ptpn1"
"1091","Lacrimal","Epithelial","Positive","Calr"
"1092","Lacrimal","Epithelial","Positive","Qsox1"
"1093","Lacrimal","Fibroblast","Positive","Wfdc12"
"1094","Lacrimal","Fibroblast","Positive","Scgb1b3"
"1095","Lacrimal","Fibroblast","Positive","Scgb2b7"
"1096","Lacrimal","Fibroblast","Positive","Scgb1b7"
"1097","Lacrimal","Fibroblast","Positive","Scgb2b12"
"1098","Lacrimal","Fibroblast","Positive","Scgb2b20"
"1099","Lacrimal","Fibroblast","Positive","Scgb1b20"
"1100","Lacrimal","Fibroblast","Positive","2310057J18Rik"
"1101","Lacrimal","Fibroblast","Positive","C7"
"1102","Lacrimal","Fibroblast","Positive","Esp16"
"1103","Lacrimal","Fibroblast","Positive","Ecm1"
"1104","Lacrimal","Fibroblast","Positive","Ace"
"1105","Lacrimal","Fibroblast","Positive","Sparc"
"1106","Lacrimal","Fibroblast","Positive","Col3a1"
"1107","Lacrimal","Fibroblast","Positive","Col1a2"
"1108","Lacrimal","Fibroblast","Positive","Pla1a"
"1109","Lacrimal","Fibroblast","Positive","Nt5e"
"1110","Lacrimal","Fibroblast","Positive","Mup4"
"1111","Lacrimal","Fibroblast","Positive","Penk"
"1112","Lacrimal","Fibroblast","Positive","Gm1553"
"1113","Lacrimal","Fibroblast","Positive","Ly6a"
"1114","Lacrimal","Fibroblast","Positive","Lipo1"
"1115","Lacrimal","Fibroblast","Positive","S100a6"
"1116","Lacrimal","Fibroblast","Positive","Serpina3n"
"1117","Lacrimal","Fibroblast","Positive","Lgals3"
"1118","Lacrimal","Fibroblast","Positive","S100a10"
"1119","Lacrimal","Fibroblast","Positive","Mmp2"
"1120","Lacrimal","Fibroblast","Positive","Cav1"
"1121","Lacrimal","Fibroblast","Positive","Ccdc80"
"1122","Lacrimal","Fibroblast","Positive","Fth1"
"1123","Lacrimal","Fibroblast","Positive","Fn1"
"1124","Lacrimal","Fibroblast","Positive","Lgals1"
"1125","Lacrimal","Fibroblast","Positive","Igfbp6"
"1126","Lacrimal","Fibroblast","Positive","Sult5a1"
"1127","Lacrimal","Fibroblast","Positive","Serf2"
"1128","Lacrimal","Fibroblast","Positive","C4b"
"1129","Lacrimal","Fibroblast","Positive","Cd248"
"1130","Lacrimal","Fibroblast","Positive","Ly6c1"
"1131","Lacrimal","Fibroblast","Positive","Trf"
"1132","Lacrimal","Fibroblast","Positive","Col4a2"
"1133","Lacrimal","Fibroblast","Positive","Col6a3"
"1134","Lacrimal","Fibroblast","Positive","Col18a1"
"1135","Lacrimal","Fibroblast","Positive","Ctsc"
"1136","Lacrimal","Fibroblast","Positive","Col4a1"
"1137","Lacrimal","Fibroblast","Positive","Timp1"
"1138","Lacrimal","Fibroblast","Positive","Gda"
"1139","Lacrimal","Fibroblast","Positive","Lpo"
"1140","Lacrimal","Fibroblast","Positive","Col5a2"
"1141","Lacrimal","Fibroblast","Positive","1810058I24Rik"
"1142","Lacrimal","Fibroblast","Positive","Col1a1"
"1143","Lacrimal","Fibroblast","Positive","Sh3bgrl3"
"1144","Lacrimal","Fibroblast","Positive","Adamts2"
"1145","Lacrimal","Fibroblast","Positive","Gadd45g"
"1146","Lacrimal","Fibroblast","Positive","S100a4"
"1147","Lacrimal","Fibroblast","Positive","Adam23"
"1148","Lacrimal","Fibroblast","Positive","Mt1"
"1149","Lacrimal","Fibroblast","Positive","Wisp2"
"1150","Lacrimal","Fibroblast","Positive","Spon1"
"1151","Lacrimal","Fibroblast","Positive","Spp1"
"1152","Lacrimal","Fibroblast","Positive","Ccl7"
"1153","Lacrimal","ILC2","Positive","Scgb1b3"
"1154","Lacrimal","ILC2","Positive","Scgb2b12"
"1155","Lacrimal","ILC2","Positive","2310057J18Rik"
"1156","Lacrimal","ILC2","Positive","Wfdc12"
"1157","Lacrimal","ILC2","Positive","Esp16"
"1158","Lacrimal","ILC2","Positive","Scgb2b7"
"1159","Lacrimal","ILC2","Positive","Scgb1b7"
"1160","Lacrimal","ILC2","Positive","Scgb2b20"
"1161","Lacrimal","ILC2","Positive","Scgb1b20"
"1162","Lacrimal","ILC2","Positive","Mup4"
"1163","Lacrimal","ILC2","Positive","Lipo1"
"1164","Lacrimal","ILC2","Positive","Lpo"
"1165","Lacrimal","ILC2","Positive","Scgb2b19"
"1166","Lacrimal","ILC2","Positive","Ly6c1"
"1167","Lacrimal","ILC2","Positive","Apoe"
"1168","Lacrimal","Macrophage_1","Positive","Wfdc12"
"1169","Lacrimal","Macrophage_1","Positive","Scgb1b3"
"1170","Lacrimal","Macrophage_1","Positive","Scgb2b7"
"1171","Lacrimal","Macrophage_1","Positive","Scgb1b7"
"1172","Lacrimal","Macrophage_1","Positive","Scgb2b12"
"1173","Lacrimal","Macrophage_1","Positive","Scgb2b20"
"1174","Lacrimal","Macrophage_1","Positive","Scgb1b20"
"1175","Lacrimal","Macrophage_1","Positive","2310057J18Rik"
"1176","Lacrimal","Macrophage_1","Positive","Esp16"
"1177","Lacrimal","Macrophage_1","Positive","Mup4"
"1178","Lacrimal","Macrophage_1","Positive","Gm1553"
"1179","Lacrimal","Macrophage_1","Positive","Lipo1"
"1180","Lacrimal","Macrophage_1","Positive","Gm43974"
"1181","Lacrimal","Macrophage_1","Positive","Lpo"
"1182","Lacrimal","Macrophage_1","Positive","Pltp"
"1183","Lacrimal","Macrophage_1","Positive","Pip"
"1184","Lacrimal","Macrophage_1","Positive","Ccl8"
"1185","Lacrimal","Macrophage_1","Positive","F13a1"
"1186","Lacrimal","Macrophage_1","Positive","Lyz2"
"1187","Lacrimal","Macrophage_1","Positive","Fcrls"
"1188","Lacrimal","Macrophage_1","Positive","Abca1"
"1189","Lacrimal","Macrophage_1","Positive","Igf1"
"1190","Lacrimal","Macrophage_1","Positive","Mrc1"
"1191","Lacrimal","Macrophage_1","Positive","Lpl"
"1192","Lacrimal","Macrophage_1","Positive","Lyz1"
"1193","Lacrimal","Macrophage_1","Positive","Crip1"
"1194","Lacrimal","Macrophage_1","Positive","Folr2"
"1195","Lacrimal","Macrophage_1","Positive","Capg"
"1196","Lacrimal","Macrophage_1","Positive","C4b"
"1197","Lacrimal","Macrophage_1","Positive","Cbr2"
"1198","Lacrimal","Macrophage_1","Positive","Pf4"
"1199","Lacrimal","Macrophage_1","Positive","Gda"
"1200","Lacrimal","Macrophage_1","Positive","Ifitm2"
"1201","Lacrimal","Macrophage_1","Positive","Cd209f"
"1202","Lacrimal","Macrophage_1","Positive","Cd209g"
"1203","Lacrimal","Macrophage_1","Positive","Gas6"
"1204","Lacrimal","Macrophage_1","Positive","Ear2"
"1205","Lacrimal","Macrophage_1","Positive","Naaa"
"1206","Lacrimal","Macrophage_1","Positive","Ccl6"
"1207","Lacrimal","Macrophage_1","Positive","Cfp"
"1208","Lacrimal","Macrophage_1","Positive","Apoe"
"1209","Lacrimal","Macrophage_1","Positive","Fn1"
"1210","Lacrimal","Macrophage_1","Positive","S100a4"
"1211","Lacrimal","Macrophage_2","Positive","Scgb1b3"
"1212","Lacrimal","Macrophage_2","Positive","Scgb2b7"
"1213","Lacrimal","Macrophage_2","Positive","Scgb1b7"
"1214","Lacrimal","Macrophage_2","Positive","2310057J18Rik"
"1215","Lacrimal","Macrophage_2","Positive","Scgb2b20"
"1216","Lacrimal","Macrophage_2","Positive","Scgb1b20"
"1217","Lacrimal","Macrophage_2","Positive","Esp16"
"1218","Lacrimal","Macrophage_2","Positive","Wfdc12"
"1219","Lacrimal","Macrophage_2","Positive","Scgb2b12"
"1220","Lacrimal","Macrophage_2","Positive","Mup4"
"1221","Lacrimal","Macrophage_2","Positive","Lipo1"
"1222","Lacrimal","Macrophage_2","Positive","Lpo"
"1223","Lacrimal","Macrophage_2","Positive","Gm43974"
"1224","Lacrimal","Macrophage_2","Positive","Lyz2"
"1225","Lacrimal","Myoepithelial","Positive","Scgb1b3"
"1226","Lacrimal","Myoepithelial","Positive","Scgb2b12"
"1227","Lacrimal","Myoepithelial","Positive","2310057J18Rik"
"1228","Lacrimal","Myoepithelial","Positive","Wfdc12"
"1229","Lacrimal","Myoepithelial","Positive","Scgb2b7"
"1230","Lacrimal","Myoepithelial","Positive","Scgb1b7"
"1231","Lacrimal","Myoepithelial","Positive","Esp16"
"1232","Lacrimal","Myoepithelial","Positive","Scgb2b20"
"1233","Lacrimal","Myoepithelial","Positive","Scgb1b20"
"1234","Lacrimal","Myoepithelial","Positive","Mt2"
"1235","Lacrimal","Myoepithelial","Positive","Lipo1"
"1236","Lacrimal","Myoepithelial","Positive","Mt1"
"1237","Lacrimal","Myoepithelial","Positive","Scgb2b19"
"1238","Lacrimal","Myoepithelial","Positive","Thbs1"
"1239","Lacrimal","Myoepithelial","Positive","Mup4"
"1240","Lacrimal","Myoepithelial","Positive","Ece1"
"1241","Lacrimal","Myoepithelial","Positive","Crip1"
"1242","Lacrimal","Myoepithelial","Positive","Lmna"
"1243","Lacrimal","Myoepithelial","Positive","Neat1"
"1244","Lacrimal","Myoepithelial","Positive","Cpe"
"1245","Lacrimal","Myoepithelial","Positive","S100a6"
"1246","Lacrimal","Myoepithelial","Positive","Bhlhe40"
"1247","Lacrimal","Myoepithelial","Positive","Cebpd"
"1248","Lacrimal","Myoepithelial","Positive","Tm4sf1"
"1249","Lacrimal","Smooth_muscle","Positive","Scgb1b3"
"1250","Lacrimal","Smooth_muscle","Positive","Scgb2b12"
"1251","Lacrimal","Smooth_muscle","Positive","2310057J18Rik"
"1252","Lacrimal","Smooth_muscle","Positive","Wfdc12"
"1253","Lacrimal","Smooth_muscle","Positive","Scgb2b7"
"1254","Lacrimal","Smooth_muscle","Positive","Scgb1b7"
"1255","Lacrimal","Smooth_muscle","Positive","Scgb2b20"
"1256","Lacrimal","Smooth_muscle","Positive","Esp16"
"1257","Lacrimal","Smooth_muscle","Positive","Scgb1b20"
"1258","Lacrimal","Smooth_muscle","Positive","Lipo1"
"1259","Lacrimal","Smooth_muscle","Positive","Mup4"
"1260","Lacrimal","Smooth_muscle","Positive","Gm43974"
"1261","Lacrimal","Smooth_muscle","Positive","Mt1"
"1262","Lacrimal","Smooth_muscle","Positive","Scgb2b19"
"1263","Lacrimal","Smooth_muscle","Positive","Lpo"
"1264","Lacrimal","Smooth_muscle","Positive","Scgb1b12"
"1265","Lacrimal","T_cell","Positive","Scgb1b3"
"1266","Lacrimal","T_cell","Positive","Scgb2b12"
"1267","Lacrimal","T_cell","Positive","Scgb2b7"
"1268","Lacrimal","T_cell","Positive","Wfdc12"
"1269","Lacrimal","T_cell","Positive","Scgb1b7"
"1270","Lacrimal","T_cell","Positive","2310057J18Rik"
"1271","Lacrimal","T_cell","Positive","Esp16"
"1272","Lacrimal","T_cell","Positive","Scgb2b20"
"1273","Lacrimal","T_cell","Positive","Scgb1b20"
"1274","Lacrimal","T_cell","Positive","Mup4"
"1275","Lacrimal","T_cell","Positive","Apoe"
"1276","Lacrimal","T_NK_cell","Positive","Wfdc12"
"1277","Lacrimal","T_NK_cell","Positive","Mup4"
"1278","Lacrimal","T_NK_cell","Positive","Scgb1b3"
"1279","Lacrimal","T_NK_cell","Positive","Scgb2b7"
"1280","Lacrimal","T_NK_cell","Positive","Scgb1b7"
"1281","Lacrimal","T_NK_cell","Positive","Scgb2b12"
"1282","Lacrimal","T_NK_cell","Positive","Scgb2b20"
"1283","Lacrimal","T_NK_cell","Positive","Scgb1b20"
"1284","Lacrimal","T_NK_cell","Positive","2310057J18Rik"
"1285","Lacrimal","T_NK_cell","Positive","Gm1553"
"1286","Lacrimal","T_NK_cell","Positive","Esp16"
"1287","Lacrimal","T_NK_cell","Positive","Lipo1"
"1288","Lacrimal","T_NK_cell","Positive","Pip"
"1289","Lacrimal","T_NK_cell","Positive","Gm43974"
"1290","Lacrimal","T_NK_cell","Positive","Lpo"
"1291","Lacrimal","T_NK_cell","Positive","Scgb2b19"
"1292","Lacrimal","T_NK_cell","Positive","S100a4"
"1293","Lacrimal","Acinar_1","Negative","Obp1b"
"1294","Lacrimal","Acinar_1","Negative","Gm14743"
"1295","Lacrimal","Acinar_1","Negative","Tmem176a"
"1296","Lacrimal","Acinar_1","Negative","Rgr"
"1297","Lacrimal","Acinar_2","Negative","Gm14743"
"1298","Lacrimal","Acinar_2","Negative","Obp1b"
"1299","Lacrimal","Acinar_2","Negative","Lcn11"
"1300","Lacrimal","Acinar_2","Negative","Gm5938"
"1301","Lacrimal","Acinar_2","Negative","Sval2"
"1302","Lacrimal","Acinar_2","Negative","A2ml1"
"1303","Lacrimal","Acinar_2","Negative","Acsm1"
"1304","Lacrimal","Ductal","Negative","Obp1b"
"1305","Lacrimal","Ductal","Negative","Gm14743"
"1306","Lacrimal","Ductal","Negative","F3"
"1307","Lacrimal","Ductal","Negative","Tgm2"
"1308","Lacrimal","Ductal","Negative","Fmo2"
"1309","Lacrimal","Ductal","Negative","Cdo1"
"1310","Lacrimal","Ductal","Negative","Edn1"
"1311","Lacrimal","Endothelial","Negative","Obp1b"
"1312","Lacrimal","Endothelial","Negative","Gm14743"
"1313","Lacrimal","Endothelial","Negative","Car6"
"1314","Lacrimal","Endothelial","Negative","Klf2"
"1315","Lacrimal","Endothelial","Negative","Slco1a4"
"1316","Lacrimal","Endothelial","Negative","Phyh"
"1317","Lacrimal","Endothelial","Negative","Abcb1a"
"1318","Lacrimal","Endothelial","Negative","Txnip"
"1319","Lacrimal","Endothelial","Negative","Rsad2"
"1320","Lacrimal","Endothelial","Negative","Kitl"
"1321","Lacrimal","Endothelial","Negative","Prom1"
"1322","Lacrimal","Endothelial","Negative","Tsc22d3"
"1323","Lacrimal","Endothelial","Negative","Ctgf"
"1324","Lacrimal","Endothelial","Negative","Sgms1"
"1325","Lacrimal","Endothelial","Negative","Net1"
"1326","Lacrimal","Endothelial","Negative","Mucl2"
"1327","Lacrimal","Endothelial","Negative","Thrsp"
"1328","Lacrimal","Endothelial","Negative","Cldn5"
"1329","Lacrimal","Endothelial","Negative","Spock2"
"1330","Lacrimal","Epithelial","Negative","Gm5938"
"1331","Lacrimal","Epithelial","Negative","Obp1b"
"1332","Lacrimal","Epithelial","Negative","Gm14743"
"1333","Lacrimal","Epithelial","Negative","Mucl2"
"1334","Lacrimal","Epithelial","Negative","Phyh"
"1335","Lacrimal","Epithelial","Negative","Obp1a"
"1336","Lacrimal","Epithelial","Negative","Pnliprp1"
"1337","Lacrimal","Epithelial","Negative","Esp4"
"1338","Lacrimal","Epithelial","Negative","Hp"
"1339","Lacrimal","Epithelial","Negative","Gm12886"
"1340","Lacrimal","Epithelial","Negative","Gm14135"
"1341","Lacrimal","Epithelial","Negative","Gsta3"
"1342","Lacrimal","Epithelial","Negative","Esp31"
"1343","Lacrimal","Epithelial","Negative","Cyp2a5"
"1344","Lacrimal","Fibroblast","Negative","Obp1b"
"1345","Lacrimal","Fibroblast","Negative","Gm14743"
"1346","Lacrimal","Fibroblast","Negative","Igfbp3"
"1347","Lacrimal","Fibroblast","Negative","Col14a1"
"1348","Lacrimal","Fibroblast","Negative","Tgfbi"
"1349","Lacrimal","Fibroblast","Negative","Sparcl1"
"1350","Lacrimal","Fibroblast","Negative","Camk2n1"
"1351","Lacrimal","Fibroblast","Negative","Nfib"
"1352","Lacrimal","Fibroblast","Negative","Fbln1"
"1353","Lacrimal","Fibroblast","Negative","Ddx5"
"1354","Lacrimal","Fibroblast","Negative","Ltbp4"
"1355","Lacrimal","Fibroblast","Negative","Cyp26b1"
"1356","Lacrimal","Fibroblast","Negative","Mdk"
"1357","Lacrimal","Fibroblast","Negative","Cfh"
"1358","Lacrimal","Fibroblast","Negative","Abca8a"
"1359","Lacrimal","Fibroblast","Negative","Islr"
"1360","Lacrimal","Fibroblast","Negative","Lifr"
"1361","Lacrimal","Fibroblast","Negative","Slc38a2"
"1362","Lacrimal","Fibroblast","Negative","Fosb"
"1363","Lacrimal","Fibroblast","Negative","Klf9"
"1364","Lacrimal","Fibroblast","Negative","Rhob"
"1365","Lacrimal","Fibroblast","Negative","Rbms3"
"1366","Lacrimal","Fibroblast","Negative","Epha4"
"1367","Lacrimal","Fibroblast","Negative","Plekha6"
"1368","Lacrimal","Fibroblast","Negative","Il33"
"1369","Lacrimal","Fibroblast","Negative","Smoc2"
"1370","Lacrimal","Fibroblast","Negative","Ar"
"1371","Lacrimal","Fibroblast","Negative","Egr1"
"1372","Lacrimal","Fibroblast","Negative","Anpep"
"1373","Lacrimal","Fibroblast","Negative","Ppp1r10"
"1374","Lacrimal","Fibroblast","Negative","Akap12"
"1375","Lacrimal","Fibroblast","Negative","Ifi203"
"1376","Lacrimal","Fibroblast","Negative","Gpc6"
"1377","Lacrimal","Fibroblast","Negative","Fus"
"1378","Lacrimal","Fibroblast","Negative","Fgl2"
"1379","Lacrimal","Fibroblast","Negative","Ggt5"
"1380","Lacrimal","Fibroblast","Negative","Ifi207"
"1381","Lacrimal","Fibroblast","Negative","Jund"
"1382","Lacrimal","Fibroblast","Negative","Inmt"
"1383","Lacrimal","Fibroblast","Negative","Ppp1r15a"
"1384","Lacrimal","Fibroblast","Negative","Cygb"
"1385","Lacrimal","Fibroblast","Negative","Hlf"
